date,year,locality,estimated_value,sale_price,property,residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,face,year_from_date,month_num,month_name,year_month,price_diff,pct_diff,valuation_status,sale_price_outlier_flag,estimated_value_outlier_flag,price_diff_outlier_flag,pct_diff_outlier_flag
2017-09-11,2017,Waterbury,87550.0,62000.0,Single Family,Detached House,3,1,1071.0,1.388283,North,2017,9,September,2017-09,-25550.0,-29.18332381496288,Undervalued,False,False,False,False
2017-09-14,2017,Waterbury,114590.0,46633.0,?,Detached House,3,3,997.0,1.388283,South,2017,9,September,2017-09,-67957.0,-59.30447683043896,Undervalued,False,False,False,False
2017-09-14,2017,Waterbury,81100.0,59363.0,Single Family,Detached House,3,1,999.0,1.388283,East,2017,9,September,2017-09,-21737.0,-26.802712700369913,Undervalued,False,False,False,False
2017-09-14,2017,Fairfield,215180.0,265000.0,Two Family,Duplex,4,3,1370.0,1.388283,East,2017,9,September,2017-09,49820.0,23.15270935960591,Overvalued,False,False,False,False
2017-09-15,2017,Unknown,495040.0,855000.0,Single Family,Detached House,3,3,1030.0,1.388283,South,2017,9,September,2017-09,359960.0,72.71331609566903,Overvalued,False,False,False,False
2017-09-15,2017,Greenwich,383740.0,770000.0,Two Family,Duplex,4,4,1458.0,1.388283,North,2017,9,September,2017-09,386260.0,100.6566946369938,Overvalued,False,False,False,False
2017-09-15,2017,Fairfield,526050.0,1025000.0,Single Family,Detached House,3,2,1052.0,1.388283,North,2017,9,September,2017-09,498950.0,94.84839844121281,Overvalued,False,False,True,False
2017-09-15,2017,West Hartford,283080.0,487500.0,Single Family,Detached House,3,1,1021.0,1.388283,South,2017,9,September,2017-09,204420.0,72.21280203476049,Overvalued,False,False,False,False
2017-09-15,2017,Greenwich,2061710.0,5450000.0,Single Family,Detached House,3,2,1019.0,1.388283,East,2017,9,September,2017-09,3388290.0,164.34367588070097,Overvalued,True,True,True,True
2017-09-16,2017,Norwalk,189350.0,320000.0,Two Family,Duplex,4,4,1414.0,1.388283,South,2017,9,September,2017-09,130650.0,68.99920781621336,Overvalued,False,False,False,False
2017-09-16,2017,Waterbury,116290.0,53500.0,Single Family,Detached House,3,2,1075.0,1.388283,South,2017,9,September,2017-09,-62790.0,-53.99432453349385,Undervalued,False,False,False,False
2017-09-17,2017,Bridgeport,203340.0,251500.0,Single Family,Detached House,3,1,1022.0,1.388283,West,2017,9,September,2017-09,48160.0,23.684469361660273,Overvalued,False,False,False,False
2017-09-17,2017,Stamford,299820.0,485000.0,Single Family,Detached House,3,3,963.0,1.388283,South,2017,9,September,2017-09,185180.0,61.76372490160763,Overvalued,False,False,False,False
2017-09-17,2017,Stamford,1485520.0,1500000.0,Single Family,Detached House,3,1,984.0,1.388283,West,2017,9,September,2017-09,14480.0,0.9747428509882061,Fair,True,True,False,False
2017-09-17,2017,West Hartford,237020.0,387000.0,Single Family,Detached House,3,3,1021.0,1.388283,East,2017,9,September,2017-09,149980.0,63.277360560290276,Overvalued,False,False,False,False
2017-09-17,2017,Norwalk,211740.0,330000.0,Two Family,Duplex,4,4,1305.0,1.388283,North,2017,9,September,2017-09,118260.0,55.85151601020119,Overvalued,False,False,False,False
2017-09-18,2017,Stamford,369510.0,400000.0,Single Family,Detached House,3,2,960.0,1.388283,North,2017,9,September,2017-09,30490.0,8.251468160536927,Overvalued,False,False,False,False
2017-09-18,2017,Waterbury,70920.0,80000.0,Single Family,Detached House,3,3,905.0,1.388283,West,2017,9,September,2017-09,9080.0,12.803158488437678,Overvalued,False,False,False,False
2017-09-18,2017,Fairfield,1324890.0,94635.0,Single Family,Detached House,3,1,1080.0,1.388283,North,2017,9,September,2017-09,-1230255.0,-92.85714285714286,Undervalued,False,True,True,True
2017-09-21,2017,Unknown,113800.0,109000.0,?,Detached House,3,3,1081.0,1.388283,South,2017,9,September,2017-09,-4800.0,-4.21792618629174,Fair,False,False,False,False
2017-09-21,2017,West Hartford,214340.0,299000.0,Single Family,Detached House,3,2,987.0,1.388283,East,2017,9,September,2017-09,84660.0,39.49799384156014,Overvalued,False,False,False,False
2017-09-22,2017,Greenwich,2122750.0,4400000.0,Single Family,Detached House,3,2,985.0,1.388283,South,2017,9,September,2017-09,2277250.0,107.27829466493934,Overvalued,True,True,True,False
2017-09-23,2017,Fairfield,372470.0,485000.0,Single Family,Detached House,3,2,1026.0,1.388283,North,2017,9,September,2017-09,112530.0,30.211829140601925,Overvalued,False,False,False,False
2017-09-24,2017,Waterbury,107510.0,70000.0,Two Family,Duplex,4,2,1437.0,1.388283,East,2017,9,September,2017-09,-37510.0,-34.889777695098125,Undervalued,False,False,False,False
2017-09-25,2017,Waterbury,75890.0,55000.0,?,Detached House,3,2,1042.0,1.388283,East,2017,9,September,2017-09,-20890.0,-27.526683357491105,Undervalued,False,False,False,False
2017-09-25,2017,Unknown,487130.0,523333.0,Three Family,Triplex,6,4,1021.0,1.388283,West,2017,9,September,2017-09,36203.0,7.431897029540369,Overvalued,False,False,False,False
2017-09-28,2017,Bridgeport,182140.0,203000.0,Single Family,Detached House,3,1,969.0,1.388283,West,2017,9,September,2017-09,20860.0,11.45272867025365,Overvalued,False,False,False,False
2017-09-28,2017,Unknown,320270.0,580000.0,Two Family,Duplex,4,2,1435.0,1.388283,North,2017,9,September,2017-09,259730.0,81.09719923814282,Overvalued,False,False,False,False
2017-09-28,2017,Bridgeport,148360.0,190000.0,?,Detached House,3,2,983.0,1.388283,East,2017,9,September,2017-09,41640.0,28.066864383930977,Overvalued,False,False,False,False
2017-09-28,2017,Fairfield,283010.0,489000.0,Single Family,Detached House,3,3,1077.0,1.388283,East,2017,9,September,2017-09,205990.0,72.78541394297021,Overvalued,False,False,False,False
2017-09-28,2017,West Hartford,167650.0,251000.0,?,Detached House,3,3,904.0,1.388283,South,2017,9,September,2017-09,83350.0,49.716671637339694,Overvalued,False,False,False,False
2017-09-29,2017,Waterbury,80190.0,40100.0,Single Family,Detached House,3,2,937.0,1.388283,North,2017,9,September,2017-09,-40090.0,-49.99376480857962,Undervalued,False,False,False,False
2017-09-29,2017,Bridgeport,137170.0,40000.0,?,Detached House,3,3,1021.0,1.388283,South,2017,9,September,2017-09,-97170.0,-70.83910476051615,Undervalued,False,False,False,False
2017-09-29,2017,Greenwich,1855630.0,2800000.0,Single Family,Detached House,3,2,1021.0,1.388283,West,2017,9,September,2017-09,944370.0,50.89214983590479,Overvalued,True,True,True,False
2017-09-29,2017,Norwalk,236820.0,350000.0,Single Family,Detached House,3,3,1059.0,1.388283,North,2017,9,September,2017-09,113180.0,47.79157165779917,Overvalued,False,False,False,False
2017-09-29,2017,Bridgeport,172770.0,65000.0,?,Duplex,4,2,1371.0,1.388283,South,2017,9,September,2017-09,-107770.0,-62.37772761474793,Undervalued,False,False,False,False
2017-09-30,2017,Greenwich,4248370.0,9750000.0,Single Family,Detached House,3,3,942.0,1.388283,North,2017,9,September,2017-09,5501630.0,129.49978462327906,Overvalued,True,True,True,False
2017-09-30,2017,Stamford,431820.0,628000.0,Single Family,Detached House,3,1,961.0,1.388283,North,2017,9,September,2017-09,196180.0,45.430966606456394,Overvalued,False,False,False,False
2017-10-01,2017,Waterbury,82030.0,99900.0,Single Family,Detached House,3,1,1007.0,1.388283,West,2017,10,October,2017-10,17870.0,21.784712909911008,Overvalued,False,False,False,False
2017-10-01,2017,West Hartford,193620.0,272000.0,Two Family,Duplex,4,2,1384.0,1.388283,East,2017,10,October,2017-10,78380.0,40.48135523189753,Overvalued,False,False,False,False
2017-10-01,2017,West Hartford,226450.0,385000.0,Single Family,Detached House,3,3,934.0,1.388283,South,2017,10,October,2017-10,158550.0,70.01545595054097,Overvalued,False,False,False,False
2017-10-02,2017,Norwalk,310300.0,445000.0,?,Detached House,3,1,1021.0,1.388283,North,2017,10,October,2017-10,134700.0,43.40960360941025,Overvalued,False,False,False,False
2017-10-02,2017,Waterbury,97620.0,109900.0,Single Family,Detached House,3,3,946.0,1.388283,North,2017,10,October,2017-10,12280.0,12.57938946937103,Overvalued,False,False,False,False
2017-10-02,2017,Norwalk,202830.0,335000.0,Single Family,Detached House,3,3,1014.0,1.388283,North,2017,10,October,2017-10,132170.0,65.16294433762265,Overvalued,False,False,False,False
2017-10-05,2017,Waterbury,65100.0,92000.0,Single Family,Detached House,3,1,903.0,1.388283,East,2017,10,October,2017-10,26900.0,41.321044546851,Overvalued,False,False,False,False
2017-10-07,2017,West Hartford,152810.0,235000.0,Two Family,Duplex,4,4,1445.0,1.388283,South,2017,10,October,2017-10,82190.0,53.78574700608599,Overvalued,False,False,False,False
2017-10-07,2017,Norwalk,226820.0,249050.0,Single Family,Detached House,3,2,1055.0,1.388283,North,2017,10,October,2017-10,22230.0,9.80072304029627,Overvalued,False,False,False,False
2017-10-07,2017,Waterbury,97990.0,124000.0,Single Family,Detached House,3,3,910.0,1.388283,South,2017,10,October,2017-10,26010.0,26.543524849474437,Overvalued,False,False,False,False
2017-10-13,2017,West Hartford,350840.0,360000.0,Single Family,Detached House,3,3,1021.0,1.388283,South,2017,10,October,2017-10,9160.0,2.6108767529358112,Fair,False,False,False,False
2017-10-13,2017,Stamford,447770.0,640000.0,?,Detached House,3,3,1081.0,1.388283,East,2017,10,October,2017-10,192230.0,42.93052236639346,Overvalued,False,False,False,False
2017-10-13,2017,Norwalk,489650.0,555000.0,Single Family,Detached House,3,2,1080.0,1.388283,South,2017,10,October,2017-10,65350.0,13.346267742264883,Overvalued,False,False,False,False
2017-10-14,2017,Unknown,1758280.0,1904388.0,Single Family,Detached House,3,1,955.0,1.388283,West,2017,10,October,2017-10,146108.0,8.309711763769139,Overvalued,True,True,False,False
2017-10-14,2017,West Hartford,185080.0,300000.0,?,Detached House,3,1,933.0,1.388283,North,2017,10,October,2017-10,114920.0,62.092068294791446,Overvalued,False,False,False,False
2017-10-15,2017,Waterbury,81030.0,60000.0,?,Detached House,3,1,1021.0,1.388283,East,2017,10,October,2017-10,-21030.0,-25.953350610884858,Undervalued,False,False,False,False
2017-10-15,2017,Stamford,300350.0,430000.0,Single Family,Detached House,3,3,1018.0,1.388283,East,2017,10,October,2017-10,129650.0,43.16630597636092,Overvalued,False,False,False,False
2017-10-16,2017,Waterbury,83860.0,47250.0,Single Family,Detached House,3,3,1082.0,1.388283,West,2017,10,October,2017-10,-36610.0,-43.65609348914858,Undervalued,False,False,False,False
2017-10-16,2017,Stamford,1895320.0,2530000.0,?,Detached House,3,1,1074.0,1.388283,East,2017,10,October,2017-10,634680.0,33.48669353987717,Overvalued,True,True,True,False
2017-10-19,2017,Norwalk,207630.0,330000.0,?,Detached House,3,2,1018.0,1.388283,West,2017,10,October,2017-10,122370.0,58.93656985984684,Overvalued,False,False,False,False
2017-10-20,2017,Stamford,342160.0,542500.0,Single Family,Detached House,3,3,1021.0,1.388283,North,2017,10,October,2017-10,200340.0,58.55155482815058,Overvalued,False,False,False,False
2017-10-20,2017,Unknown,280230.0,510000.0,?,Detached House,3,3,913.0,1.388283,North,2017,10,October,2017-10,229770.0,81.99336259501125,Overvalued,False,False,False,False
2017-10-20,2017,Stamford,253750.0,430000.0,Single Family,Detached House,3,3,1052.0,1.388283,East,2017,10,October,2017-10,176250.0,69.45812807881774,Overvalued,False,False,False,False
2017-10-20,2017,West Hartford,183820.0,238000.0,?,Detached House,3,2,966.0,1.388283,North,2017,10,October,2017-10,54180.0,29.474485910129474,Overvalued,False,False,False,False
2017-10-21,2017,Waterbury,52600.0,35000.0,Three Family,Triplex,6,6,1874.0,1.388283,North,2017,10,October,2017-10,-17600.0,-33.460076045627375,Undervalued,False,False,False,False
2017-10-23,2017,Stamford,429510.0,400000.0,Single Family,Detached House,3,2,1079.0,1.388283,North,2017,10,October,2017-10,-29510.0,-6.870620008847291,Undervalued,False,False,False,False
2017-10-23,2017,West Hartford,188370.0,240000.0,Single Family,Detached House,3,1,913.0,1.388283,South,2017,10,October,2017-10,51630.0,27.408823060996973,Overvalued,False,False,False,False
2017-10-26,2017,Waterbury,73820.0,48600.0,Single Family,Detached House,3,3,1070.0,1.388283,West,2017,10,October,2017-10,-25220.0,-34.16418314819832,Undervalued,False,False,False,False
2017-10-26,2017,Waterbury,29810.0,31000.0,Two Family,Duplex,4,2,1246.0,1.388283,North,2017,10,October,2017-10,1190.0,3.991949010399195,Fair,False,False,False,False
2017-10-26,2017,Stamford,551490.0,710000.0,Single Family,Detached House,3,1,1021.0,1.388283,South,2017,10,October,2017-10,158510.0,28.742134943516657,Overvalued,False,False,False,False
2017-10-26,2017,Norwalk,489780.0,670000.0,?,Detached House,3,2,1021.0,1.388283,South,2017,10,October,2017-10,180220.0,36.79611254032423,Overvalued,False,False,False,False
2017-10-26,2017,Waterbury,66940.0,50000.0,Single Family,Detached House,3,3,903.0,1.388283,South,2017,10,October,2017-10,-16940.0,-25.30624439796833,Undervalued,False,False,False,False
2017-10-26,2017,Stamford,261640.0,370000.0,Single Family,Detached House,3,1,949.0,1.388283,West,2017,10,October,2017-10,108360.0,41.41568567497325,Overvalued,False,False,False,False
2017-10-27,2017,Norwalk,207780.0,334000.0,?,Detached House,3,3,1092.0,1.388283,West,2017,10,October,2017-10,126220.0,60.74694388295312,Overvalued,False,False,False,False
2017-10-27,2017,Stamford,462230.0,675000.0,?,Detached House,3,3,1091.0,1.388283,North,2017,10,October,2017-10,212770.0,46.031196590441986,Overvalued,False,False,False,False
2017-10-28,2017,Waterbury,110930.0,150000.0,Single Family,Detached House,3,1,1060.0,1.388283,East,2017,10,October,2017-10,39070.0,35.22040926710538,Overvalued,False,False,False,False
2017-10-29,2017,Stamford,241150.0,365000.0,Single Family,Detached House,3,2,921.0,1.388283,South,2017,10,October,2017-10,123850.0,51.358075886377776,Overvalued,False,False,False,False
2017-10-29,2017,Stamford,266510.0,250000.0,?,Detached House,3,3,988.0,1.388283,North,2017,10,October,2017-10,-16510.0,-6.194889497579828,Undervalued,False,False,False,False
2017-10-29,2017,Stamford,284230.0,895000.0,Single Family,Detached House,3,1,920.0,1.388283,East,2017,10,October,2017-10,610770.0,214.8858318967034,Overvalued,False,False,True,True
2017-10-30,2017,Unknown,97070.0,72500.0,Single Family,Detached House,3,3,962.0,1.388283,South,2017,10,October,2017-10,-24570.0,-25.31163078190996,Undervalued,False,False,False,False
2017-11-02,2017,Norwalk,220070.0,475000.0,Four Family,Fourplex,8,8,2853.0,1.388283,East,2017,11,November,2017-11,254930.0,115.84041441359567,Overvalued,False,False,False,False
2017-11-02,2017,Unknown,432280.0,825000.0,Single Family,Detached House,3,3,918.0,1.388283,West,2017,11,November,2017-11,392720.0,90.84852410474691,Overvalued,False,False,False,False
2017-11-02,2017,West Hartford,145810.0,176000.0,Single Family,Detached House,3,1,1044.0,1.388283,East,2017,11,November,2017-11,30190.0,20.705027090048695,Overvalued,False,False,False,False
2017-11-03,2017,West Hartford,186550.0,198000.0,Single Family,Detached House,3,1,1046.0,1.388283,West,2017,11,November,2017-11,11450.0,6.1377646743500405,Overvalued,False,False,False,False
2017-11-04,2017,West Hartford,159740.0,288500.0,?,Detached House,3,1,1031.0,1.388283,South,2017,11,November,2017-11,128760.0,80.60598472517842,Overvalued,False,False,False,False
2017-11-05,2017,Norwalk,168960.0,125000.0,Single Family,Detached House,3,1,1062.0,1.388283,West,2017,11,November,2017-11,-43960.0,-26.017992424242426,Undervalued,False,False,False,False
2017-11-06,2017,Norwalk,226150.0,405000.0,Single Family,Detached House,3,1,991.0,1.388283,East,2017,11,November,2017-11,178850.0,79.08467831085562,Overvalued,False,False,False,False
2017-11-09,2017,West Hartford,188440.0,359500.0,?,Detached House,3,1,998.0,1.388283,South,2017,11,November,2017-11,171060.0,90.77690511568669,Overvalued,False,False,False,False
2017-11-09,2017,Waterbury,72730.0,89500.0,Two Family,Duplex,4,2,1232.0,1.388283,East,2017,11,November,2017-11,16770.0,23.057885329300152,Overvalued,False,False,False,False
2017-11-10,2017,Waterbury,72020.0,35600.0,Single Family,Detached House,3,1,1021.0,1.388283,East,2017,11,November,2017-11,-36420.0,-50.56928630935851,Undervalued,False,False,False,False
2017-11-12,2017,Norwalk,170630.0,52200.0,Single Family,Detached House,3,1,960.0,1.388283,West,2017,11,November,2017-11,-118430.0,-69.40748989040614,Undervalued,False,False,False,False
2017-11-12,2017,Norwalk,318560.0,350000.0,Two Family,Duplex,4,3,1483.0,1.388283,West,2017,11,November,2017-11,31440.0,9.8694123556002,Overvalued,False,False,False,False
2017-11-12,2017,Norwalk,179630.0,330000.0,Single Family,Detached House,3,1,968.0,1.388283,North,2017,11,November,2017-11,150370.0,83.7109614206981,Overvalued,False,False,False,False
2017-11-12,2017,Norwalk,232960.0,329000.0,?,Detached House,3,3,1010.0,1.388283,East,2017,11,November,2017-11,96040.0,41.22596153846153,Overvalued,False,False,False,False
2017-11-12,2017,Norwalk,1219600.0,2200000.0,?,Detached House,3,1,1077.0,1.388283,North,2017,11,November,2017-11,980400.0,80.38701213512627,Overvalued,True,True,True,False
2017-11-12,2017,Stamford,267160.0,450000.0,Two Family,Duplex,4,4,1393.0,1.388283,East,2017,11,November,2017-11,182840.0,68.43838898038629,Overvalued,False,False,False,False
2017-11-12,2017,Norwalk,1759848.0,2925000.0,?,Detached House,3,2,1044.0,1.388283,North,2017,11,November,2017-11,1165152.0,66.20753610539091,Overvalued,True,True,True,False
2017-11-12,2017,Norwalk,466630.0,710000.0,Single Family,Detached House,3,1,1054.0,1.388283,East,2017,11,November,2017-11,243370.0,52.15481216381287,Overvalued,False,False,False,False
2017-11-13,2017,Norwalk,227530.0,435000.0,Single Family,Detached House,3,1,1023.0,1.388283,West,2017,11,November,2017-11,207470.0,91.18358018722805,Overvalued,False,False,False,False
2017-11-13,2017,Unknown,184240.0,255000.0,?,Detached House,3,2,997.0,1.388283,North,2017,11,November,2017-11,70760.0,38.40642640034737,Overvalued,False,False,False,False
2017-11-13,2017,Norwalk,182920.0,239000.0,Single Family,Detached House,3,2,1073.0,1.388283,West,2017,11,November,2017-11,56080.0,30.658211239886292,Overvalued,False,False,False,False
2017-11-16,2017,Waterbury,87760.0,96000.0,Single Family,Detached House,3,1,1040.0,1.388283,East,2017,11,November,2017-11,8240.0,9.389243391066545,Overvalued,False,False,False,False
2017-11-16,2017,Waterbury,76560.0,124000.0,Single Family,Detached House,3,2,1058.0,1.388283,East,2017,11,November,2017-11,47440.0,61.9644723092999,Overvalued,False,False,False,False
2017-11-17,2017,Norwalk,225580.0,395000.0,Two Family,Duplex,4,4,1363.0,1.388283,South,2017,11,November,2017-11,169420.0,75.10417590211898,Overvalued,False,False,False,False
2017-11-17,2017,Unknown,263760.0,434450.0,?,Detached House,3,1,993.0,1.388283,East,2017,11,November,2017-11,170690.0,64.71413406126781,Overvalued,False,False,False,False
2017-11-17,2017,West Hartford,192920.0,153000.0,Single Family,Detached House,3,3,991.0,1.388283,East,2017,11,November,2017-11,-39920.0,-20.692515032137674,Undervalued,False,False,False,False
2017-11-17,2017,West Hartford,260750.0,425000.0,Single Family,Detached House,3,3,1021.0,1.388283,West,2017,11,November,2017-11,164250.0,62.991371045062316,Overvalued,False,False,False,False
2017-11-18,2017,Norwalk,205500.0,370000.0,?,Duplex,4,2,1496.0,1.388283,North,2017,11,November,2017-11,164500.0,80.04866180048663,Overvalued,False,False,False,False
2017-11-19,2017,Stamford,392580.0,633000.0,Two Family,Duplex,4,4,1259.0,1.388283,East,2017,11,November,2017-11,240420.0,61.24102093840745,Overvalued,False,False,False,False
2017-11-19,2017,Waterbury,145110.0,129000.0,Single Family,Detached House,3,3,907.0,1.388283,East,2017,11,November,2017-11,-16110.0,-11.101922679346703,Undervalued,False,False,False,False
2017-11-20,2017,Norwalk,237240.0,375000.0,?,Detached House,3,1,1088.0,1.388283,East,2017,11,November,2017-11,137760.0,58.06777946383409,Overvalued,False,False,False,False
2017-11-20,2017,Waterbury,97060.0,67200.0,Single Family,Detached House,3,3,935.0,1.388283,South,2017,11,November,2017-11,-29860.0,-30.764475582114155,Undervalued,False,False,False,False
2017-11-23,2017,Waterbury,34850.0,15000.0,Two Family,Duplex,4,4,1304.0,1.388283,West,2017,11,November,2017-11,-19850.0,-56.9583931133429,Undervalued,False,False,False,False
2017-11-24,2017,West Hartford,210350.0,290000.0,Single Family,Detached House,3,2,1020.0,1.388283,East,2017,11,November,2017-11,79650.0,37.865462324696935,Overvalued,False,False,False,False
2017-11-24,2017,Waterbury,93630.0,126900.0,Single Family,Detached House,3,1,956.0,1.388283,South,2017,11,November,2017-11,33270.0,35.53348285805831,Overvalued,False,False,False,False
2017-11-25,2017,Unknown,201530.0,250000.0,Single Family,Detached House,3,2,980.0,1.388283,South,2017,11,November,2017-11,48470.0,24.05100977521957,Overvalued,False,False,False,False
2017-11-25,2017,Waterbury,113090.0,140000.0,Single Family,Detached House,3,3,1085.0,1.388283,North,2017,11,November,2017-11,26910.0,23.795207356972323,Overvalued,False,False,False,False
2017-11-25,2017,West Hartford,154560.0,235000.0,Single Family,Detached House,3,2,1085.0,1.388283,East,2017,11,November,2017-11,80440.0,52.04451345755694,Overvalued,False,False,False,False
2017-11-25,2017,Norwalk,638630.0,640000.0,Single Family,Detached House,3,2,1021.0,1.388283,North,2017,11,November,2017-11,1370.0,0.21452171053661745,Fair,False,False,False,False
2017-11-30,2017,Norwalk,1032060.0,1475000.0,Single Family,Detached House,3,2,1015.0,1.388283,South,2017,11,November,2017-11,442940.0,42.91804740034494,Overvalued,True,True,False,False
2017-11-30,2017,Stamford,309600.0,510000.0,?,Detached House,3,2,909.0,1.388283,East,2017,11,November,2017-11,200400.0,64.72868217054264,Overvalued,False,False,False,False
2017-12-01,2017,Waterbury,104760.0,37000.0,Single Family,Detached House,3,2,1053.0,1.388283,West,2017,12,December,2017-12,-67760.0,-64.6811760213822,Undervalued,False,False,False,False
2017-12-01,2017,Stamford,249480.0,289900.0,Single Family,Detached House,3,2,983.0,1.388283,East,2017,12,December,2017-12,40420.0,16.20169953503287,Overvalued,False,False,False,False
2017-12-01,2017,West Hartford,133280.0,200000.0,Single Family,Detached House,3,2,999.0,1.388283,South,2017,12,December,2017-12,66720.0,50.06002400960384,Overvalued,False,False,False,False
2017-12-04,2017,Norwalk,231420.0,387500.0,Single Family,Detached House,3,1,1054.0,1.388283,East,2017,12,December,2017-12,156080.0,67.44447325209576,Overvalued,False,False,False,False
2017-12-07,2017,Stamford,491850.0,715000.0,Single Family,Detached House,3,1,902.0,1.388283,South,2017,12,December,2017-12,223150.0,45.36952322862661,Overvalued,False,False,False,False
2017-12-07,2017,Norwalk,257110.0,460000.0,Single Family,Detached House,3,1,979.0,1.388283,North,2017,12,December,2017-12,202890.0,78.91174983470111,Overvalued,False,False,False,False
2017-12-08,2017,Stamford,478920.0,600000.0,Single Family,Detached House,3,2,1068.0,1.388283,West,2017,12,December,2017-12,121080.0,25.281884239538964,Overvalued,False,False,False,False
2017-12-08,2017,West Hartford,154980.0,222000.0,?,Detached House,3,3,940.0,1.388283,North,2017,12,December,2017-12,67020.0,43.244289585753,Overvalued,False,False,False,False
2017-12-09,2017,Stamford,343520.0,515000.0,?,Detached House,3,3,967.0,1.388283,South,2017,12,December,2017-12,171480.0,49.91849091755938,Overvalued,False,False,False,False
2017-12-10,2017,West Hartford,149940.0,182500.0,Single Family,Detached House,3,1,940.0,1.388283,West,2017,12,December,2017-12,32560.0,21.715352807789785,Overvalued,False,False,False,False
2017-12-10,2017,Waterbury,132210.0,187700.0,Single Family,Detached House,3,1,901.0,1.388283,West,2017,12,December,2017-12,55490.0,41.97110657287648,Overvalued,False,False,False,False
2017-12-14,2017,Waterbury,94900.0,110500.0,Single Family,Detached House,3,1,1066.0,1.388283,North,2017,12,December,2017-12,15600.0,16.43835616438356,Overvalued,False,False,False,False
2017-12-15,2017,Stamford,889650.0,192500.0,Three Family,Triplex,6,4,2192.0,1.388283,East,2017,12,December,2017-12,-697150.0,-78.36227730006182,Undervalued,False,False,True,False
2017-12-15,2017,Norwalk,944400.0,1225000.0,Single Family,Detached House,3,2,1086.0,1.388283,North,2017,12,December,2017-12,280600.0,29.711986446421008,Overvalued,False,True,False,False
2017-12-16,2017,West Hartford,217350.0,360000.0,Single Family,Detached House,3,1,953.0,1.388283,East,2017,12,December,2017-12,142650.0,65.63146997929607,Overvalued,False,False,False,False
2017-12-16,2017,Norwalk,1016760.0,500000.0,Single Family,Detached House,3,1,1053.0,1.388283,West,2017,12,December,2017-12,-516760.0,-50.824186632046896,Undervalued,False,True,True,False
2017-12-18,2017,Norwalk,582130.0,4080000.0,Single Family,Detached House,3,1,1021.0,1.388283,South,2017,12,December,2017-12,3497870.0,600.8743751395737,Overvalued,True,False,True,True
2017-12-21,2017,Stamford,851100.0,1555000.0,Single Family,Detached House,3,3,1091.0,1.388283,South,2017,12,December,2017-12,703900.0,82.70473504876043,Overvalued,True,False,True,False
2017-12-22,2017,Norwalk,231100.0,350000.0,?,Duplex,4,2,1284.0,1.388283,West,2017,12,December,2017-12,118900.0,51.44958892254435,Overvalued,False,False,False,False
2017-12-22,2017,West Hartford,146090.0,145100.0,?,Detached House,3,3,949.0,1.388283,South,2017,12,December,2017-12,-990.0,-0.6776644534191252,Fair,False,False,False,False
2017-12-22,2017,Waterbury,62280.0,112000.0,Single Family,Detached House,3,1,928.0,1.388283,South,2017,12,December,2017-12,49720.0,79.83301220295441,Overvalued,False,False,False,False
2017-12-23,2017,West Hartford,173950.0,280000.0,Single Family,Detached House,3,2,1055.0,1.388283,West,2017,12,December,2017-12,106050.0,60.96579476861167,Overvalued,False,False,False,False
2017-12-23,2017,Waterbury,77160.0,96000.0,Single Family,Detached House,3,2,1099.0,1.388283,South,2017,12,December,2017-12,18840.0,24.416796267496114,Overvalued,False,False,False,False
2017-12-28,2017,Unknown,377380.0,514000.0,Single Family,Detached House,3,1,919.0,1.388283,North,2017,12,December,2017-12,136620.0,36.202236472521065,Overvalued,False,False,False,False
2017-12-28,2017,Stamford,252750.0,415000.0,Two Family,Duplex,4,2,1430.0,1.388283,North,2017,12,December,2017-12,162250.0,64.19386745796241,Overvalued,False,False,False,False
2017-12-28,2017,Unknown,79140.0,118500.0,Single Family,Detached House,3,1,1079.0,1.388283,East,2017,12,December,2017-12,39360.0,49.73464746019712,Overvalued,False,False,False,False
2017-12-28,2017,Stamford,216740.0,475000.0,?,Duplex,4,3,1431.0,1.388283,South,2017,12,December,2017-12,258260.0,119.15659315308665,Overvalued,False,False,False,False
2017-12-28,2017,Stamford,304470.0,540000.0,Four Family,Fourplex,8,8,2413.0,1.388283,South,2017,12,December,2017-12,235530.0,77.35737511084835,Overvalued,False,False,False,False
2017-12-28,2017,Waterbury,74080.0,130000.0,Two Family,Duplex,4,2,1400.0,1.388283,West,2017,12,December,2017-12,55920.0,75.48596112311014,Overvalued,False,False,False,False
2017-12-29,2017,Stamford,145110.0,57000.0,Single Family,Detached House,3,2,955.0,1.388283,South,2017,12,December,2017-12,-88110.0,-60.71945420715319,Undervalued,False,False,False,False
2017-12-29,2017,West Hartford,221970.0,235000.0,Single Family,Detached House,3,2,1093.0,1.388283,West,2017,12,December,2017-12,13030.0,5.87016263459026,Overvalued,False,False,False,False
2017-12-29,2017,West Hartford,169470.0,242900.0,Two Family,Duplex,4,3,1340.0,1.388283,East,2017,12,December,2017-12,73430.0,43.32920280875671,Overvalued,False,False,False,False
2017-12-30,2017,Waterbury,22540.0,6250.0,?,Triplex,6,5,2067.0,1.388283,West,2017,12,December,2017-12,-16290.0,-72.2715173025732,Undervalued,False,False,False,False
2018-01-04,2018,Unknown,248950.0,395000.0,?,Detached House,3,1,917.0,1.422308,North,2018,1,January,2018-01,146050.0,58.66639887527616,Overvalued,False,False,False,False
